"AAR","AARMND","ANTALL_ARBEIDSSOKERE","BOSTED_FYLKE_NR_NAVN","ALDER_GRUPPE_5AARIG","HOVEDGRUPPETEKST","KJONN"
2024,202406,9,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202506,2,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Menn"
2024,202403,97,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202410,71,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2025,202505,143,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202402,76,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202505,204,"34 Innlandet","45-49 år","Helt ledige","Menn"
2025,202506,64,"34 Innlandet","65-69 år","Helt ledige","Menn"
2025,202504,36,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2025,202504,66,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2024,202412,129,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202411,208,"34 Innlandet","30-34 år","Helt ledige","Kvinner"
2024,202407,62,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202408,51,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2025,202506,69,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2024,202409,35,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2025,202503,69,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202401,64,"34 Innlandet","65-69 år","Helt ledige","Menn"
2025,202506,44,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2025,202502,35,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202405,31,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,48,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2024,202406,62,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202508,9,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2025,202507,11,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2024,202407,235,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202405,48,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2025,202501,84,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2025,202503,87,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202503,114,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2025,202501,275,"34 Innlandet","40-44 år","Helt ledige","Menn"
2025,202507,39,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2025,202505,85,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2025,202504,57,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202501,77,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2024,202412,24,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202502,118,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202403,56,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2024,202410,65,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2024,202409,10,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2025,202505,32,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202402,213,"34 Innlandet","30-34 år","Helt ledige","Kvinner"
2025,202505,232,"34 Innlandet","40-44 år","Helt ledige","Menn"
2025,202501,92,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2025,202502,60,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202402,307,"34 Innlandet","20-24 år","Helt ledige","Menn"
2024,202402,147,"34 Innlandet","60-64 år","Helt ledige","Menn"
2024,202401,10,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202507,139,"34 Innlandet","60-64 år","Helt ledige","Menn"
2024,202403,88,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2025,202503,95,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2025,202504,67,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202506,110,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2025,202503,279,"34 Innlandet","40-44 år","Helt ledige","Menn"
2025,202502,100,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2024,202402,110,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2025,202506,69,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202412,47,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2025,202505,82,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2025,202508,127,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2025,202503,87,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202409,17,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2024,202405,7,"34 Innlandet","19 år og under","Delvis ledige","Kvinner"
2025,202507,54,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2025,202508,71,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2024,202407,239,"34 Innlandet","20-24 år","Helt ledige","Menn"
2024,202404,152,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202505,74,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202401,33,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2025,202505,14,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202410,182,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202406,92,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202507,5,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2024,202403,68,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2024,202405,52,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202409,162,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202404,142,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2025,202504,21,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2024,202401,44,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Menn"
2025,202507,11,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2024,202409,68,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202408,64,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2025,202504,266,"34 Innlandet","40-44 år","Helt ledige","Menn"
2024,202408,59,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202403,31,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2024,202409,62,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2025,202502,283,"34 Innlandet","40-44 år","Helt ledige","Menn"
2025,202502,82,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2025,202505,76,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202508,79,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2024,202404,65,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2025,202502,106,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202508,55,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2025,202506,59,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2024,202401,72,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202407,51,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202404,59,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202406,61,"34 Innlandet","60-64 år","Helt ledige","Kvinner"
2024,202412,72,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,75,"34 Innlandet","45-49 år","Delvis ledige","Menn"
2025,202507,78,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2024,202407,48,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2024,202409,2,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202409,8,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202505,14,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Menn"
2024,202408,66,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202401,12,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,174,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2025,202508,98,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2024,202410,61,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202402,88,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2025,202502,84,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,233,"34 Innlandet","20-24 år","Helt ledige","Menn"
2025,202505,88,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2024,202403,73,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2024,202405,14,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,49,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,90,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2025,202505,161,"34 Innlandet","55-59 år","Helt ledige","Menn"
2024,202401,23,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2025,202501,55,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2025,202506,27,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2025,202506,77,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202401,5,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2024,202410,1,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,224,"34 Innlandet","40-44 år","Helt ledige","Menn"
2024,202408,68,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2025,202504,153,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202409,180,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2025,202502,341,"34 Innlandet","30-34 år","Helt ledige","Menn"
2024,202408,114,"34 Innlandet","60-64 år","Helt ledige","Menn"
2025,202502,137,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202411,76,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2025,202505,64,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202403,119,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2024,202401,137,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202505,70,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202410,54,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202412,209,"34 Innlandet","30-34 år","Helt ledige","Kvinner"
2024,202410,73,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2025,202502,115,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2025,202507,65,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2024,202409,64,"34 Innlandet","65-69 år","Helt ledige","Menn"
2025,202501,67,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2025,202501,112,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202502,27,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202508,38,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202410,80,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202405,65,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2024,202411,77,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202507,26,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2024,202401,48,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2024,202410,115,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202408,53,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2024,202411,57,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202501,136,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202412,141,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2025,202508,54,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,67,"34 Innlandet","60-64 år","Delvis ledige","Menn"
2024,202403,92,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2024,202407,90,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2024,202409,59,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2024,202411,33,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202403,158,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202407,24,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2025,202507,94,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2024,202412,90,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2024,202406,53,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202507,61,"34 Innlandet","45-49 år","Delvis ledige","Menn"
2024,202407,30,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Menn"
2025,202508,16,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,12,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,244,"34 Innlandet","20-24 år","Helt ledige","Menn"
2025,202506,114,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2024,202402,147,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202401,211,"34 Innlandet","30-34 år","Helt ledige","Kvinner"
2025,202504,32,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2024,202405,6,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Menn"
2025,202505,118,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202403,134,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202403,77,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2025,202505,211,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202412,77,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202501,74,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202407,9,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202402,53,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2024,202404,15,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202409,66,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202504,70,"34 Innlandet","65-69 år","Helt ledige","Menn"
2025,202502,82,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202406,90,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202404,16,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Menn"
2024,202409,11,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202507,18,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202501,69,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2025,202504,114,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2025,202505,265,"34 Innlandet","30-34 år","Helt ledige","Menn"
2025,202507,33,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2024,202401,140,"34 Innlandet","60-64 år","Helt ledige","Menn"
2024,202411,33,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2024,202404,86,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202503,177,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2025,202508,241,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2025,202503,202,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202411,56,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2025,202504,264,"34 Innlandet","20-24 år","Helt ledige","Menn"
2025,202508,57,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202412,106,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2025,202507,34,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2024,202411,168,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2025,202506,10,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202406,63,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202406,169,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202401,88,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202507,81,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202503,97,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202409,82,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,69,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202503,108,"34 Innlandet","40-44 år","Delvis ledige","Kvinner"
2024,202411,17,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202403,40,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Menn"
2024,202402,86,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2024,202405,48,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2024,202406,12,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2024,202407,2,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2025,202507,73,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
2024,202412,97,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2024,202403,300,"34 Innlandet","30-34 år","Helt ledige","Menn"
2025,202504,68,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2025,202505,68,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2025,202503,218,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202410,72,"34 Innlandet","45-49 år","Delvis ledige","Menn"
2025,202504,188,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202402,105,"34 Innlandet","55-59 år","Delvis ledige","Menn"
2024,202401,82,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2024,202410,82,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2025,202504,51,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2024,202405,92,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2024,202406,74,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2025,202502,86,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202409,73,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Kvinner"
2024,202410,65,"34 Innlandet","55-59 år","Delvis ledige","Kvinner"
2025,202502,20,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2024,202401,9,"34 Innlandet","19 år og under","Delvis ledige","Kvinner"
2024,202403,15,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Menn"
2025,202502,14,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Menn"
2024,202403,151,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202508,75,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2024,202412,193,"34 Innlandet","45-49 år","Helt ledige","Menn"
2024,202409,192,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2024,202409,85,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2025,202502,74,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202406,204,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2025,202507,70,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2025,202501,73,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2024,202408,216,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2024,202410,85,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202501,72,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202411,70,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202407,142,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202407,59,"34 Innlandet","19 år og under","Helt ledige","Menn"
2024,202406,44,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2024,202402,10,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2025,202503,8,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2024,202411,2,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Menn"
2024,202403,96,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2025,202505,106,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2025,202504,78,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202403,183,"34 Innlandet","50-54 år","Helt ledige","Menn"
2025,202503,112,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2024,202403,92,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202501,225,"34 Innlandet","35-39 år","Helt ledige","Kvinner"
2025,202503,168,"34 Innlandet","60-64 år","Helt ledige","Menn"
2024,202403,80,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202408,90,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2025,202508,79,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202406,21,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2025,202507,256,"34 Innlandet","30-34 år","Helt ledige","Menn"
2024,202405,292,"34 Innlandet","30-34 år","Helt ledige","Menn"
2024,202411,67,"34 Innlandet","45-49 år","Delvis ledige","Menn"
2024,202406,110,"34 Innlandet","35-39 år","Delvis ledige","Kvinner"
2025,202503,18,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202502,138,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202405,93,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2024,202402,79,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202406,57,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2025,202505,18,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2024,202403,56,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,1,"34 Innlandet","70 år og over","Helt ledige","Menn"
2024,202407,64,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2024,202403,157,"34 Innlandet","55-59 år","Helt ledige","Menn"
2024,202409,91,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202411,123,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2025,202505,118,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202502,58,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202402,51,"34 Innlandet","40-44 år","Arbeidssøkere på tiltak","Menn"
2025,202505,249,"34 Innlandet","25-29 år","Helt ledige","Menn"
2025,202507,139,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202405,83,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2025,202502,95,"34 Innlandet","25-29 år","Delvis ledige","Menn"
2024,202411,154,"34 Innlandet","40-44 år","Helt ledige","Kvinner"
2025,202503,62,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202406,66,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Menn"
2025,202503,7,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202508,33,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2024,202411,62,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Menn"
2025,202507,58,"34 Innlandet","20-24 år","Arbeidssøkere på tiltak","Menn"
2025,202504,61,"34 Innlandet","19 år og under","Helt ledige","Menn"
2025,202501,5,"34 Innlandet","19 år og under","Delvis ledige","Kvinner"
2025,202502,102,"34 Innlandet","35-39 år","Delvis ledige","Menn"
2024,202411,14,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202409,73,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2024,202411,1,"34 Innlandet","65-69 år","Arbeidssøkere på tiltak","Kvinner"
2025,202501,6,"34 Innlandet","19 år og under","Delvis ledige","Menn"
2025,202508,7,"34 Innlandet","19 år og under","Arbeidssøkere på tiltak","Kvinner"
2025,202504,100,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2024,202401,78,"34 Innlandet","30-34 år","Delvis ledige","Kvinner"
2025,202501,84,"34 Innlandet","19 år og under","Helt ledige","Menn"
2025,202504,37,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2025,202501,196,"34 Innlandet","25-29 år","Helt ledige","Kvinner"
2025,202501,217,"34 Innlandet","30-34 år","Helt ledige","Kvinner"
2024,202405,145,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202411,81,"34 Innlandet","50-54 år","Delvis ledige","Menn"
2025,202501,47,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2024,202404,88,"34 Innlandet","30-34 år","Delvis ledige","Menn"
2025,202503,85,"34 Innlandet","25-29 år","Delvis ledige","Kvinner"
2025,202505,48,"34 Innlandet","60-64 år","Delvis ledige","Kvinner"
2025,202504,86,"34 Innlandet","45-49 år","Delvis ledige","Kvinner"
2024,202408,60,"34 Innlandet","19 år og under","Helt ledige","Kvinner"
2025,202505,105,"34 Innlandet","45-49 år","Helt ledige","Kvinner"
2025,202505,131,"34 Innlandet","20-24 år","Helt ledige","Kvinner"
2024,202406,99,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2024,202403,77,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Menn"
2024,202408,44,"34 Innlandet","25-29 år","Arbeidssøkere på tiltak","Kvinner"
2024,202405,58,"34 Innlandet","65-69 år","Helt ledige","Menn"
2024,202402,24,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Menn"
2025,202505,9,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Menn"
2025,202507,36,"34 Innlandet","35-39 år","Arbeidssøkere på tiltak","Kvinner"
2025,202506,13,"34 Innlandet","60-64 år","Arbeidssøkere på tiltak","Kvinner"
2024,202411,74,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2024,202404,9,"34 Innlandet","65-69 år","Delvis ledige","Kvinner"
2025,202505,42,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Menn"
2024,202405,37,"34 Innlandet","50-54 år","Arbeidssøkere på tiltak","Kvinner"
2024,202407,71,"34 Innlandet","20-24 år","Delvis ledige","Kvinner"
2024,202401,177,"34 Innlandet","50-54 år","Helt ledige","Menn"
2024,202401,324,"34 Innlandet","30-34 år","Helt ledige","Menn"
2025,202504,119,"34 Innlandet","50-54 år","Helt ledige","Kvinner"
2025,202508,22,"34 Innlandet","65-69 år","Delvis ledige","Menn"
2024,202412,85,"34 Innlandet","40-44 år","Delvis ledige","Menn"
2025,202506,247,"34 Innlandet","40-44 år","Helt ledige","Menn"
2025,202502,151,"34 Innlandet","60-64 år","Helt ledige","Menn"
2024,202406,40,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Menn"
2024,202412,79,"34 Innlandet","30-34 år","Arbeidssøkere på tiltak","Kvinner"
2025,202503,75,"34 Innlandet","45-49 år","Arbeidssøkere på tiltak","Kvinner"
2025,202506,21,"34 Innlandet","55-59 år","Arbeidssøkere på tiltak","Kvinner"
2024,202402,23,"34 Innlandet","65-69 år","Helt ledige","Kvinner"
2024,202411,81,"34 Innlandet","55-59 år","Helt ledige","Kvinner"
2024,202411,73,"34 Innlandet","20-24 år","Delvis ledige","Menn"
2025,202504,74,"34 Innlandet","50-54 år","Delvis ledige","Kvinner"
